id_text;document;mdd_texte_mdd_text;mdd_texte_mhd_text
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;2.520300751879699;1.5278195488721804
1;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_5.04.txt;2.8146067415730336;1.6685393258426966
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adelphe_3.67.txt;2.6113013698630136;1.8647260273972603
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adèle_5.45.txt;2.957547169811321;1.7146226415094339
4;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Aela_4.4.txt;2.8073217726396917;1.747591522157996
5;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alban_5.25.txt;2.4770408163265305;1.5816326530612246
6;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alexandre_3.42.txt;2.67;1.515
7;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alexandre_3.46-(1).txt;2.415422885572139;1.4776119402985075
8;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alexandre_3.46.txt;2.768321513002364;1.6973995271867612
9;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alexis_4.65.txt;2.3577464788732394;1.5492957746478873
10;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alice_4.89.txt;2.626;1.602
11;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alicia_4.9.txt;2.0727272727272728;1.3151515151515152
12;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Aline_4.69.txt;2.502557544757033;1.6419437340153453
13;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Aline_4.78.txt;2.5898305084745763;1.6576271186440679
14;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alissa_4.39.txt;2.575;1.6025
15;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alix_2.97.txt;2.573298429319372;1.6570680628272252
16;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Alona_3.33.txt;2.504531722054381;1.5830815709969788
17;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Amélie_2.73.txt;2.9072164948453607;1.5326460481099657
18;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Anaïs_5.43.txt;2.6815642458100557;1.8212290502793296
19;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Andrea_3.11.txt;2.913286713286713;1.6587412587412587
20;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Andréa_5.2.txt;2.8309503784693018;1.765349032800673
21;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Anne_3.25.txt;2.739130434782609;1.6376811594202898
22;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Antoine_5.23.txt;2.610738255033557;1.6778523489932886
23;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Antonin_2.86.txt;2.6062052505966586;1.6706443914081146
24;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Antonin_5.45.txt;2.366990291262136;1.5883495145631068
25;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Armelle_3.58.txt;2.7666666666666666;1.5722222222222222
26;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Awen_3.27.txt;2.530845392231531;1.6329017517136328
27;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Axel_3.87.txt;2.4174757281553396;1.4563106796116505
28;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Axel_5.25.txt;2.83704974271012;1.7564322469982847
29;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Baptiste_3.94.txt;2.447045707915273;1.508361204013378
