id_text;document;sent_id;sentence;mdd_phrase_mdd_sentence;mdd_phrase_mhd_sentence
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;0;ben elle s'interroge beaucoup.;1.8;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;1;elle est timide.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;2;ben euh des fois oui.;2.4;1.6
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;3;ça dépend xxx ben des fois quand on xxx tout le monde en parle de quelque chose.;3.764705882352941;1.9411764705882353
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;4;et qu'on sait pas ce qui se passe on peut forcément le demander à quelqu'un.;2.75;2.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;5;et si il sait pas on va le on va le dire à une autre personne.;2.875;1.75
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;6;pas trop. à ceux qu'on connaît bien.;2.4444444444444446;2.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;7;quand même pas tous.;2.25;1.5
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;8;on va pas lui dire est-ce que c'est vrai. et par exemple quand on. tu l'as euh on va on va venir et on va lui dire oh ben non avec euh ben cette personne euh.;4.219512195121951;3.1951219512195124
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;9;ben je veux partir ici et là et elle elle va pleurer parce qu'elle sait pas euh.;2.8333333333333335;2.5555555555555554
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;10;elle sait pas quoi faire parce que cette personne-là elle est morte.;3.3076923076923075;2.4615384615384617
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;11;ben oui.;1.5;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;12;ben hum xxx des questions sur la zone cinquante-et-un ou un truc comme ça.;2.6;2.8
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;13;zone xxx dans le Nevada.;2.6;1.4
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;14;ben euh faire parler aussi.;1.8;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;15;parce que on n'a jamais peut-être euh entendu.;3.4444444444444446;1.1111111111111112
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;16;elle pouvait jamais de plaindre euh par exemple si on fait un jeu dans la cour.;2.8125;2.4375
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;17;et qu'elle elle savait pas jouer au jeu elle aurait même pas elle aurait pas demander.;3.3333333333333335;1.7777777777777777
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;18;à la maîtresse euh c'est quoi le principe du jeu.;2.1666666666666665;1.75
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;19;non mais ils.;2.0;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;20;mangent pas ils boivent.;2.25;1.25
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;21;et il y a aussi euh il y a des il a des animaux comme les chiens les chats.;2.9473684210526314;2.526315789473684
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;22;ils vivent euh moins longtemps que les xxx les humains comme les plantes.;2.769230769230769;3.230769230769231
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;23;il y a beaucoup d'arbres qui vivent.;2.0;2.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;24;plus de cinq cent ans.;3.0;1.6
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;25;ben si elle pense euh forcément euh elle a un cerveau donc elle existe.;2.7857142857142856;1.5714285714285714
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;26;surtout les félins.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;27;hum les poissons.;2.0;1.3333333333333333
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;28;pas du tout.;1.75;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;29;ben quand ils ont envie de manger.;2.4285714285714284;2.142857142857143
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;30;ben quand même.;1.6666666666666667;1.3333333333333333
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;31;ben oui.;1.5;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;32;non ils pensent pas mais ils savent respirer.;2.25;1.375
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;33;ils inspirent euh du dioxyde de carbone et ils rejettent l'air.;3.0;1.7692307692307692
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;34;ben oui.;1.5;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;35;par exemple on est en train de jouer et on * pense comment on peut réussir à le battre.;2.8421052631578947;2.210526315789474
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;36;on est obligé de penser on peut pas penser xxx.;2.3;1.6
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;37;hum ouais tous les soirs.;1.8;1.2
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;38;on peut rêver aussi que ben par exemple euh notre euh ben on a perdu euh.;4.375;2.75
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;39;on a perdu quelque chose et puis le lendemain on le retrouve euh mais en fait.;3.25;1.875
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;40;il était juste quelque part.;1.8;1.4
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;41;ben non c'est pas ça xxx.;2.142857142857143;1.1428571428571428
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;42;euh on est on on essaie de se rappeler où on a posé.;3.0;1.6923076923076923
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;43;ben je vais vers de l'eau.;2.5714285714285716;1.5714285714285714
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;44;quand je rêve euh de par exemple je suis euh je suis euh chez mon cousin.;2.75;1.625
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;45;et on est en train de faire une partie.;2.2222222222222223;1.4444444444444444
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;46;et puis ben j'ai soif je demande à mon cousin il va me chercher de l'eau.;2.3333333333333335;2.5
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;47;mais en fait c'est pas la réalité j'avais toujours aussi soif.;3.1538461538461537;1.3846153846153846
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/philo/chi_Alexandre_11.0.txt;48;c'est vrai.;1.3333333333333333;1.0
