id_text;document;mdd_texte_mdd_text;mdd_texte_mhd_text
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Adrien_3.25.txt;2.4328358208955225;1.4029850746268657
1;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Adrien_3.44.txt;2.279352226720648;1.4615384615384615
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;2.6405228758169934;1.6568627450980393
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;2.25974025974026;1.4805194805194806
4;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.3.txt;2.6074074074074076;1.637037037037037
5;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.31.txt;2.7094017094017095;2.017094017094017
6;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.33.txt;2.347826086956522;1.6028985507246376
7;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.35.txt;2.6741573033707864;1.9101123595505618
8;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Cassandra_6.23.txt;2.596244131455399;1.7183098591549295
9;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Cassandra_6.27.txt;2.2884615384615383;1.5432692307692308
10;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.2.txt;2.269406392694064;1.4931506849315068
11;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.25.txt;2.2311557788944723;1.5125628140703518
12;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.33.txt;2.4532374100719423;1.5755395683453237
13;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.37.txt;2.7098214285714284;1.8258928571428572
14;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.43.txt;2.512635379061372;1.7617328519855595
15;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.5.txt;2.7579617834394905;1.7802547770700636
16;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.55.txt;2.5902777777777777;1.8541666666666667
17;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.63.txt;2.485074626865672;1.6865671641791045
18;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_4.78.txt;2.62;1.71
19;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_5.03.txt;2.44299674267101;1.739413680781759
20;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_5.1-(1).txt;2.7152542372881356;1.6983050847457628
21;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Celia_5.1.txt;2.3125;1.5625
22;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Célia_4.64.txt;2.7864271457085827;1.7744510978043913
23;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Célia_4.77.txt;2.7455197132616487;1.700716845878136
24;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Célia_4.91.txt;2.787878787878788;1.9201101928374655
25;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Fanny_3.76.txt;2.527315914489311;1.486935866983373
26;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Fanny_4.08.txt;2.388768898488121;1.6241900647948164
27;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Fanny_4.23.txt;2.181318681318681;1.4285714285714286
28;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Ferdinand_6.11.txt;2.5462555066079293;1.5903083700440528
29;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Ferdinand_6.16.txt;2.587360594795539;1.6282527881040891
30;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.57.txt;2.5096153846153846;1.7788461538461537
31;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.69.txt;1.6666666666666667;1.0
32;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.86.txt;2.479338842975207;1.6611570247933884
33;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.92.txt;2.28125;1.675
34;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.94.txt;2.126315789473684;1.4526315789473685
35;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Garance_3.96.txt;2.05;1.45
36;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.03.txt;1.92;1.32
37;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.14.txt;1.9415584415584415;1.2467532467532467
38;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.31.txt;2.6231884057971016;1.5217391304347827
39;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.37.txt;2.5194805194805197;1.655844155844156
40;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.39.txt;2.1946902654867255;1.424778761061947
41;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Gaëlle_3.41.txt;2.3551401869158877;1.3364485981308412
42;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hector_5.57.txt;2.663529411764706;1.7388235294117647
43;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hector_5.89.txt;2.834319526627219;2.0828402366863905
44;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hector_6.04.txt;2.7583025830258303;1.9059040590405905
45;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_3.45.txt;2.889502762430939;1.7863720073664826
46;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_3.62.txt;2.673130193905817;1.8411819021237303
47;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_3.68.txt;2.901918976545842;1.8230277185501067
48;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_3.81.txt;2.6886297376093293;1.7533527696793003
49;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_3.9.txt;3.0921110621419126;1.9206698986337594
50;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Hugo_4.15.txt;2.696287964004499;1.733408323959505
51;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_India_3.13.txt;2.5552147239263805;1.5797546012269938
52;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_India_3.31.txt;2.3402777777777777;1.6458333333333333
53;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_India_3.56.txt;2.816326530612245;1.6224489795918366
54;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.39.txt;2.484848484848485;1.7643097643097643
55;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.43-(1).txt;2.6118721461187215;1.91324200913242
56;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.43.txt;2.2162162162162162;1.5202702702702702
57;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.47.txt;2.6650943396226414;1.5518867924528301
58;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.51.txt;2.5972850678733033;1.583710407239819
59;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.59.txt;2.6023529411764708;1.5376470588235294
60;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.66.txt;2.583673469387755;1.7836734693877552
61;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.74.txt;2.57504215851602;1.6863406408094435
62;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lionel_5.78.txt;2.4952830188679247;1.6108490566037736
63;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.26.txt;1.9245283018867925;1.3396226415094339
64;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.38.txt;2.419753086419753;1.382716049382716
65;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.55.txt;2.231578947368421;1.5894736842105264
66;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.6.txt;1.9243697478991597;1.3865546218487395
67;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.62.txt;2.227722772277228;1.495049504950495
68;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Louise_4.64.txt;2.198581560283688;1.5886524822695036
69;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.29.txt;2.7529411764705882;1.7152941176470589
70;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.35.txt;2.54278728606357;1.7775061124694376
71;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.42.txt;2.6082474226804124;1.8144329896907216
72;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.46.txt;2.602439024390244;1.829268292682927
73;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.52.txt;2.454945054945055;1.756043956043956
74;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.6.txt;2.408119658119658;1.732905982905983
75;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.64.txt;2.4716553287981857;1.780045351473923
76;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucie_5.77.txt;2.781021897810219;1.8856447688564477
77;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucille_5.03.txt;2.727810650887574;1.7529585798816567
78;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucille_5.46.txt;2.347058823529412;1.5676470588235294
79;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Lucille_5.55.txt;2.9943289224952743;1.7448015122873346
80;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Maelle_5.55.txt;2.492505353319058;1.6059957173447537
81;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Maelle_5.89.txt;2.844380403458213;1.824207492795389
82;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Maelle_5.96.txt;2.9764957264957266;1.7692307692307692
83;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Marie_4.86.txt;3.040133779264214;1.8193979933110367
84;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Marie_5.03.txt;2.7252032520325202;1.6585365853658536
85;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Marie_5.2.txt;2.6079545454545454;1.8428030303030303
86;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_4.79.txt;2.503875968992248;1.5271317829457365
87;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_4.85.txt;2.372093023255814;1.5968992248062015
88;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_4.93.txt;2.8484848484848486;1.7878787878787878
89;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_4.98.txt;2.207865168539326;1.7415730337078652
90;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.02.txt;2.5531914893617023;1.8
91;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.08.txt;2.6638655462184873;1.9131652661064427
92;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.14.txt;2.728337236533958;1.7236533957845432
93;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.22.txt;2.7044198895027622;1.8480662983425415
94;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.27.txt;2.879396984924623;1.5477386934673367
95;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.37.txt;2.7869674185463658;1.962406015037594
96;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.62.txt;2.99288256227758;1.704626334519573
97;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Sarah_5.69.txt;2.817490494296578;1.9011406844106464
98;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.48.txt;2.5454545454545454;1.606060606060606
99;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.54.txt;2.3413654618473894;1.465863453815261
100;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.56.txt;2.4682926829268292;1.7024390243902439
101;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.57.txt;2.2557251908396947;1.5572519083969465
102;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.58-(1).txt;2.497757847533632;1.6457399103139014
103;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Valentine_5.58.txt;2.369047619047619;1.6369047619047619
104;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_3.9.txt;2.515923566878981;1.4458598726114649
105;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_3.96.txt;2.4797979797979797;1.5757575757575757
106;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_4.02.txt;2.6331877729257642;1.7074235807860263
107;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_4.07.txt;2.3670411985018727;1.5243445692883895
108;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_4.13-(1).txt;2.25;1.5434782608695652
109;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_4.13-(2).txt;2.3768115942028984;1.4492753623188406
110;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Vincent_4.13.txt;2.3333333333333335;1.7583333333333333
