id_text;document;sent_id;sentence;mdd_phrase_mdd_sentence;mdd_phrase_mhd_sentence
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;0;le Bambi.;1.0;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;1;qu'est-ce que c'est un oiseau ça.;3.3333333333333335;1.5555555555555556
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;2;attends c'est. euh un Bambi. et ça oiseau.;3.0;1.3
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;3;un oiseau. et ça. un hibou.;2.875;1.5
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;4;ouais un faisan.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;5;une Bambi. et là son papa Bambi.;2.5714285714285716;1.4285714285714286
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;6;hum et ça un papillon.;1.8;1.6
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;7;oiseau xxx et ça comment il s'appelle hum ? lapin.;3.090909090909091;1.7272727272727273
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;8;c'est sa maman de lapin.;2.0;1.1666666666666667
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;9;ça c'est sa maman de lapin.;2.2857142857142856;1.1428571428571428
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;10;euh Bambi. et ça comment il s'appelle?. et ça comment s'appelle?.;2.5;2.8333333333333335
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;11;un raton laveur et ça?. euh hum une grenouille.;2.6666666666666665;1.7777777777777777
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;12;et ben ils. et ça comment s'appelle?.;3.0;1.625
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;13;un écureuil et ça ? un lapin.;2.5714285714285716;1.4285714285714286
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;14;ça comment s'appelle?.;1.75;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;15;je l'appelle ç- ça c'était pas moi c'était Jennifer qui nage. et ça c'est une.;3.85;2.35
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;16;xxx moi j'ai pas peur du cheval.;2.111111111111111;1.6666666666666667
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;17;non Jennifer elle a eu peur du cheval.;2.0;1.25
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;18;c'est Jennifer.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;19;là un lapin /il  là/ s'appelle les deux lapins.;2.8333333333333335;1.75
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;20;une faisan. une faisan.;2.2;1.4
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;21;et ça. comment s'appelle?. ça un Bambi.;2.4444444444444446;1.2222222222222223
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;22;c'est sa maman de Bambi.;2.0;1.1666666666666667
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;23;et ça un lapin il y a les deux Bambis.;2.8;1.3
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;24;et ben il dort pas.;1.8;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;25;elle elle dort pas.;1.5;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;26;sa maman de Bambi.;1.75;1.25
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;27;s'appelle Bambi et Bambi elle elle peut plus marcher il a mal au pied.;2.8125;2.3125
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;28;elle elle il passait ça va passer mais il a dit passer ça va.;2.7857142857142856;1.6428571428571428
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;29;et ben il est passé tu as vu il a un bobo.;2.5;1.8333333333333333
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;30;là /là / aussi il marche lui.;2.0;1.625
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;31;l'autre marche.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;32;l'autre marche.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;33;euh l- lapin sa maman de lapin. et l'autre aussi.;2.6666666666666665;1.6666666666666667
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;34;c'est sa maman de lapin.;2.0;1.1666666666666667
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;35;ouais on repart et et qu'est-ce qu'il.;2.7;1.6
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;36;fait sa maman.;2.0;1.3333333333333333
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;37;il sait.;1.0;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;38;oui c'est le. ouais xxx.;2.7142857142857144;1.1428571428571428
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;39;il lui il est pas tombé.;2.6666666666666665;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;40;il est tom-.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;41;il est tombé.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;42;il a mal.;1.3333333333333333;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;43;elle il est il a pas mal.;2.2857142857142856;1.0
0;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/trans/chi_Adeline_3.27.txt;44;* oui il. marcher il dort.;2.142857142857143;1.2857142857142858
