../tcof/tcof-adu-metaok/foot_mar_12.tei_corpo2.cpn.cex 	10	3	0	15	10	37	7	0	10	2	9	8	3	0	3	1	0	1	0	8	
../tcof/tcof-adu-metaok/incen_prov.tei_corpo2.cpn.cex 	3	1	0	19	14	42	1	0	4	0	1	2	9	0	2	0	0	1	1	3	
../tcof/tcof-adu-metaok/2crossfit_mao_15.tei_corpo2.cpn.cex 	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/tcof-adu-metaok/erasmusespagne_sd.tei_corpo2.cpn.cex 	3	5	0	70	30	107	5	2	12	0	14	33	10	2	5	0	0	3	4	2	
../tcof/tcof-adu-metaok/1crossfit_mao_15.tei_corpo2.cpn.cex 	0	0	0	1	1	13	3	0	7	1	9	6	1	0	0	0	0	0	0	1	
../tcof/tcof-adu-metaok/ent_cha_06.tei_corpo2.cpn.cex 	5	1	0	14	14	84	4	0	8	4	2	15	13	1	0	0	1	11	2	13	
../tcof/tcof-adu-metaok/deltaplane_tus.tei_corpo2.cpn.cex 	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
../tcof/tcof-adu-metaok/salledebain_sch_13.tei_corpo2.cpn.cex 	12	7	0	77	7	80	13	0	3	0	5	10	7	3	0	0	1	9	4	18	
../tcof/tcof-adu-metaok/consultation_ger_08.tei_corpo2.cpn.cex 	4	2	0	8	7	61	8	0	7	2	11	4	9	2	0	0	1	2	2	2	
../tcof/tcof-adu-metaok/licence_sim_14.tei_corpo2.cpn.cex 	0	2	0	2	5	7	5	0	4	0	2	1	0	0	0	0	0	1	0	1	
../tcof/tcof-adu-metaok/joueurmusique_02.tei_corpo2.cpn.cex 	0	8	0	11	18	108	7	0	8	0	4	8	6	4	1	0	0	5	2	4	
../tcof/tcof-adu-metaok/teatime_lam_12.tei_corpo2.cpn.cex 	3	1	0	28	5	45	3	0	3	0	6	4	6	1	1	0	0	1	0	7	
../tcof/tcof-adu-metaok/tourisme_arn_15.tei_corpo2.cpn.cex 	4	0	0	4	6	22	2	0	9	1	0	5	3	0	0	0	0	0	0	1	
../tcof/tcof-adu-metaok/famille_fer_08_1.tei_corpo2.cpn.cex 	0	0	0	2	0	7	0	0	0	0	1	2	0	0	0	0	0	1	0	2	
../tcof/tcof-adu-metaok/professeur_cez_08.tei_corpo2.cpn.cex 	3	0	0	0	1	5	1	0	3	0	2	0	1	0	0	0	0	1	0	0	
